video_id,file_name,file_path,relative_path,parent_folder,category,binary_label,file_extension,file_size_mb,is_readable,fps,frame_count,width,height,duration_seconds,duration_minutes,valid_video,split
Abuse039_x264,Abuse039_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse039_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse039_x264.mp4,Abuse,Abuse,1,.mp4,94.572,True,30.0,14144,320,240,471.467,7.858,True,train
Abuse039_x264A,Abuse039_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse039_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse039_x264A.mp4,Abuse,Abuse,1,.mp4,68.965,True,30.0,14144,320,240,471.467,7.858,True,train
Abuse040_x264,Abuse040_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse040_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse040_x264.mp4,Abuse,Abuse,1,.mp4,15.379,True,30.0,3413,320,240,113.767,1.896,True,train
Abuse040_x264A,Abuse040_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse040_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse040_x264A.mp4,Abuse,Abuse,1,.mp4,9.5,True,30.0,3413,320,240,113.767,1.896,True,train
Abuse041_x264,Abuse041_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse041_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse041_x264.mp4,Abuse,Abuse,1,.mp4,11.035,True,30.0,1385,320,240,46.167,0.769,True,train
Abuse041_x264A,Abuse041_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse041_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse041_x264A.mp4,Abuse,Abuse,1,.mp4,11.102,True,30.0,1385,320,240,46.167,0.769,True,train
Abuse042_x264A,Abuse042_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse042_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse042_x264A.mp4,Abuse,Abuse,1,.mp4,143.316,True,30.0,28476,320,240,949.2,15.82,True,train
Abuse043_x264,Abuse043_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse043_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse043_x264.mp4,Abuse,Abuse,1,.mp4,32.193,True,30.0,3870,320,240,129.0,2.15,True,train
Abuse044_x264,Abuse044_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse044_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse044_x264.mp4,Abuse,Abuse,1,.mp4,31.221,True,30.0,3940,320,240,131.333,2.189,True,train
Abuse044_x264A,Abuse044_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse044_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse044_x264A.mp4,Abuse,Abuse,1,.mp4,30.269,True,30.0,3940,320,240,131.333,2.189,True,train
Abuse045_x264,Abuse045_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse045_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse045_x264.mp4,Abuse,Abuse,1,.mp4,20.648,True,30.0,5085,320,240,169.5,2.825,True,train
Abuse046_x264,Abuse046_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse046_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse046_x264.mp4,Abuse,Abuse,1,.mp4,9.694,True,30.0,1159,320,240,38.633,0.644,True,train
Abuse046_x264A,Abuse046_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse046_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse046_x264A.mp4,Abuse,Abuse,1,.mp4,8.157,True,30.0,1159,320,240,38.633,0.644,True,train
Abuse047_x264A,Abuse047_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse047_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse047_x264A.mp4,Abuse,Abuse,1,.mp4,6.874,True,30.0,1563,320,240,52.1,0.868,True,train
Abuse048_x264,Abuse048_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse048_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse048_x264.mp4,Abuse,Abuse,1,.mp4,24.414,True,30.0,3416,320,240,113.867,1.898,True,train
Abuse050_x264,Abuse050_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse050_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse050_x264.mp4,Abuse,Abuse,1,.mp4,37.817,True,30.0,4862,320,240,162.067,2.701,True,train
Arrest002_x264,Arrest002_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest002_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest002_x264.mp4,Arrest,Arrest,1,.mp4,10.339,True,30.0,1790,320,240,59.667,0.994,True,train
Arrest003_x264A,Arrest003_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest003_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest003_x264A.mp4,Arrest,Arrest,1,.mp4,10.453,True,30.0,3054,320,240,101.8,1.697,True,train
Arrest004_x264,Arrest004_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest004_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest004_x264.mp4,Arrest,Arrest,1,.mp4,21.669,True,30.0,3603,320,240,120.1,2.002,True,train
Arrest004_x264A,Arrest004_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest004_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest004_x264A.mp4,Arrest,Arrest,1,.mp4,16.119,True,30.0,3603,320,240,120.1,2.002,True,train
Arrest005_x264A,Arrest005_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest005_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest005_x264A.mp4,Arrest,Arrest,1,.mp4,49.31,True,30.0,3685,320,240,122.833,2.047,True,train
Arrest006_x264,Arrest006_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest006_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest006_x264.mp4,Arrest,Arrest,1,.mp4,18.619,True,30.0,3090,320,240,103.0,1.717,True,train
Arrest006_x264A,Arrest006_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest006_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest006_x264A.mp4,Arrest,Arrest,1,.mp4,13.36,True,30.0,3090,320,240,103.0,1.717,True,train
Arrest007_x264A,Arrest007_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest007_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest007_x264A.mp4,Arrest,Arrest,1,.mp4,14.656,True,30.0,3144,320,240,104.8,1.747,True,train
Arrest008_x264,Arrest008_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest008_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest008_x264.mp4,Arrest,Arrest,1,.mp4,49.035,True,30.0,6388,320,240,212.933,3.549,True,train
Arrest008_x264A,Arrest008_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest008_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest008_x264A.mp4,Arrest,Arrest,1,.mp4,74.065,True,30.0,6388,320,240,212.933,3.549,True,train
Arrest009_x264A,Arrest009_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest009_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest009_x264A.mp4,Arrest,Arrest,1,.mp4,6.684,True,30.0,1713,320,240,57.1,0.952,True,train
Arrest010_x264,Arrest010_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest010_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest010_x264.mp4,Arrest,Arrest,1,.mp4,18.975,True,30.0,2622,320,240,87.4,1.457,True,train
Arrest010_x264A,Arrest010_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest010_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest010_x264A.mp4,Arrest,Arrest,1,.mp4,14.735,True,30.0,2622,320,240,87.4,1.457,True,train
Arrest011_x264,Arrest011_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest011_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest011_x264.mp4,Arrest,Arrest,1,.mp4,14.888,True,30.0,2214,320,240,73.8,1.23,True,train
Arrest011_x264A,Arrest011_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest011_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest011_x264A.mp4,Arrest,Arrest,1,.mp4,12.322,True,30.0,2214,320,240,73.8,1.23,True,train
Arrest013_x264,Arrest013_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest013_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest013_x264.mp4,Arrest,Arrest,1,.mp4,5.759,True,30.0,1116,320,240,37.2,0.62,True,train
Arrest014_x264A,Arrest014_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest014_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest014_x264A.mp4,Arrest,Arrest,1,.mp4,11.295,True,30.0,1536,320,240,51.2,0.853,True,train
Arrest016_x264,Arrest016_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest016_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest016_x264.mp4,Arrest,Arrest,1,.mp4,54.571,True,30.0,10586,320,240,352.867,5.881,True,train
Arrest016_x264A,Arrest016_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest016_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest016_x264A.mp4,Arrest,Arrest,1,.mp4,39.616,True,30.0,10586,320,240,352.867,5.881,True,train
Arrest017_x264,Arrest017_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest017_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest017_x264.mp4,Arrest,Arrest,1,.mp4,23.485,True,30.0,3432,320,240,114.4,1.907,True,train
Arrest017_x264A,Arrest017_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest017_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest017_x264A.mp4,Arrest,Arrest,1,.mp4,19.605,True,30.0,3432,320,240,114.4,1.907,True,train
Arrest018_x264,Arrest018_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest018_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest018_x264.mp4,Arrest,Arrest,1,.mp4,13.893,True,30.0,2434,320,240,81.133,1.352,True,train
Arrest018_x264A,Arrest018_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest018_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest018_x264A.mp4,Arrest,Arrest,1,.mp4,8.269,True,30.0,2434,320,240,81.133,1.352,True,train
Arrest019_x264,Arrest019_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest019_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest019_x264.mp4,Arrest,Arrest,1,.mp4,11.377,True,30.0,1394,320,240,46.467,0.774,True,train
Arrest019_x264A,Arrest019_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest019_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest019_x264A.mp4,Arrest,Arrest,1,.mp4,17.853,True,30.0,1394,320,240,46.467,0.774,True,train
Arrest020_x264,Arrest020_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest020_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest020_x264.mp4,Arrest,Arrest,1,.mp4,23.821,True,30.0,2942,320,240,98.067,1.634,True,train
Arrest020_x264A,Arrest020_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest020_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest020_x264A.mp4,Arrest,Arrest,1,.mp4,28.657,True,30.0,2942,320,240,98.067,1.634,True,train
Arrest021_x264,Arrest021_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest021_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest021_x264.mp4,Arrest,Arrest,1,.mp4,74.53,True,30.0,8734,320,240,291.133,4.852,True,train
Arrest021_x264A,Arrest021_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest021_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest021_x264A.mp4,Arrest,Arrest,1,.mp4,57.797,True,30.0,8734,320,240,291.133,4.852,True,train
Arrest022_x264,Arrest022_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest022_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest022_x264.mp4,Arrest,Arrest,1,.mp4,11.145,True,30.0,1595,320,240,53.167,0.886,True,train
Arrest024_x264,Arrest024_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest024_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest024_x264.mp4,Arrest,Arrest,1,.mp4,20.338,True,30.0,3629,320,240,120.967,2.016,True,train
Arrest024_x264A,Arrest024_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest024_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest024_x264A.mp4,Arrest,Arrest,1,.mp4,18.499,True,30.0,3629,320,240,120.967,2.016,True,train
Arrest025_x264,Arrest025_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest025_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest025_x264.mp4,Arrest,Arrest,1,.mp4,8.82,True,30.0,1057,320,240,35.233,0.587,True,train
Arrest025_x264A,Arrest025_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest025_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest025_x264A.mp4,Arrest,Arrest,1,.mp4,9.893,True,30.0,1057,320,240,35.233,0.587,True,train
Arrest026_x264,Arrest026_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest026_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest026_x264.mp4,Arrest,Arrest,1,.mp4,25.443,True,30.0,6486,320,240,216.2,3.603,True,train
Arrest026_x264A,Arrest026_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest026_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest026_x264A.mp4,Arrest,Arrest,1,.mp4,19.35,True,30.0,6486,320,240,216.2,3.603,True,train
Arrest027_x264A,Arrest027_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest027_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest027_x264A.mp4,Arrest,Arrest,1,.mp4,29.698,True,30.0,1708,320,240,56.933,0.949,True,train
Arrest029_x264,Arrest029_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest029_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest029_x264.mp4,Arrest,Arrest,1,.mp4,46.683,True,30.0,7766,320,240,258.867,4.314,True,train
Arrest029_x264A,Arrest029_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest029_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest029_x264A.mp4,Arrest,Arrest,1,.mp4,39.609,True,30.0,7766,320,240,258.867,4.314,True,train
Arrest030_x264,Arrest030_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest030_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest030_x264.mp4,Arrest,Arrest,1,.mp4,46.665,True,30.0,8642,320,240,288.067,4.801,True,train
Arrest030_x264A,Arrest030_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest030_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest030_x264A.mp4,Arrest,Arrest,1,.mp4,34.059,True,30.0,8642,320,240,288.067,4.801,True,train
Arrest031_x264,Arrest031_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest031_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest031_x264.mp4,Arrest,Arrest,1,.mp4,7.547,True,30.0,1848,320,240,61.6,1.027,True,train
Arrest031_x264A,Arrest031_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest031_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest031_x264A.mp4,Arrest,Arrest,1,.mp4,5.659,True,30.0,1848,320,240,61.6,1.027,True,train
Arrest032_x264,Arrest032_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest032_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest032_x264.mp4,Arrest,Arrest,1,.mp4,9.236,True,30.0,1684,320,240,56.133,0.936,True,train
Arrest032_x264A,Arrest032_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest032_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest032_x264A.mp4,Arrest,Arrest,1,.mp4,7.565,True,30.0,1684,320,240,56.133,0.936,True,train
Arrest033_x264A,Arrest033_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest033_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest033_x264A.mp4,Arrest,Arrest,1,.mp4,48.84,True,30.0,7745,320,240,258.167,4.303,True,train
Arrest034_x264A,Arrest034_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest034_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest034_x264A.mp4,Arrest,Arrest,1,.mp4,53.207,True,30.0,11620,320,240,387.333,6.456,True,train
Arrest035_x264A,Arrest035_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest035_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest035_x264A.mp4,Arrest,Arrest,1,.mp4,36.439,True,30.0,6187,320,240,206.233,3.437,True,train
Arrest036_x264,Arrest036_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest036_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest036_x264.mp4,Arrest,Arrest,1,.mp4,22.006,True,30.0,3827,320,240,127.567,2.126,True,train
Arrest036_x264A,Arrest036_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest036_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest036_x264A.mp4,Arrest,Arrest,1,.mp4,16.857,True,30.0,3827,320,240,127.567,2.126,True,train
Arrest037_x264A,Arrest037_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest037_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest037_x264A.mp4,Arrest,Arrest,1,.mp4,16.984,True,30.0,2132,320,240,71.067,1.184,True,train
Arrest038_x264,Arrest038_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest038_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest038_x264.mp4,Arrest,Arrest,1,.mp4,7.731,True,30.0,2193,320,240,73.1,1.218,True,train
Arrest038_x264A,Arrest038_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest038_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest038_x264A.mp4,Arrest,Arrest,1,.mp4,5.572,True,30.0,2193,320,240,73.1,1.218,True,train
Arrest039_x264,Arrest039_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest039_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest039_x264.mp4,Arrest,Arrest,1,.mp4,108.39,True,30.0,15835,320,240,527.833,8.797,True,train
Arrest039_x264A,Arrest039_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest039_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest039_x264A.mp4,Arrest,Arrest,1,.mp4,75.324,True,30.0,15835,320,240,527.833,8.797,True,train
Arrest040_x264,Arrest040_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest040_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest040_x264.mp4,Arrest,Arrest,1,.mp4,7.963,True,30.0,1774,320,240,59.133,0.986,True,train
Arrest040_x264A,Arrest040_x264A.mp4,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest040_x264A.mp4,ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest040_x264A.mp4,Arrest,Arrest,1,.mp4,5.412,True,30.0,1774,320,240,59.133,0.986,True,train
