video_id,file_name,file_path,relative_path,parent_folder,category,binary_label,file_extension,file_size_mb,is_readable,fps,frame_count,width,height,duration_seconds,duration_minutes
Robbery050_x264,Robbery050_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery050_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery050_x264.mp4,Robbery,Robbery,1,.mp4,9.674,True,30.0,1701,320,240,56.7,0.945
Robbery051_x264,Robbery051_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery051_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery051_x264.mp4,Robbery,Robbery,1,.mp4,13.597,True,30.0,1594,320,240,53.133,0.886
Robbery052_x264,Robbery052_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery052_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery052_x264.mp4,Robbery,Robbery,1,.mp4,16.529,True,30.0,3601,320,240,120.033,2.001
Robbery053_x264,Robbery053_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery053_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery053_x264.mp4,Robbery,Robbery,1,.mp4,9.757,True,30.0,1835,320,240,61.167,1.019
Robbery054_x264,Robbery054_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery054_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery054_x264.mp4,Robbery,Robbery,1,.mp4,16.628,True,30.0,1977,320,240,65.9,1.098
Robbery055_x264,Robbery055_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery055_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery055_x264.mp4,Robbery,Robbery,1,.mp4,65.783,True,30.0,9551,320,240,318.367,5.306
Robbery056_x264,Robbery056_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery056_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery056_x264.mp4,Robbery,Robbery,1,.mp4,17.286,True,30.0,2761,320,240,92.033,1.534
Robbery057_x264,Robbery057_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery057_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery057_x264.mp4,Robbery,Robbery,1,.mp4,14.159,True,30.0,2145,320,240,71.5,1.192
Robbery058_x264,Robbery058_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery058_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery058_x264.mp4,Robbery,Robbery,1,.mp4,6.469,True,30.0,1759,320,240,58.633,0.977
Robbery059_x264,Robbery059_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery059_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery059_x264.mp4,Robbery,Robbery,1,.mp4,32.048,True,30.0,9654,320,240,321.8,5.363
Robbery060_x264,Robbery060_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery060_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery060_x264.mp4,Robbery,Robbery,1,.mp4,9.868,True,30.0,2106,320,240,70.2,1.17
Robbery061_x264,Robbery061_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery061_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery061_x264.mp4,Robbery,Robbery,1,.mp4,29.14,True,30.0,3681,320,240,122.7,2.045
Robbery062_x264,Robbery062_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery062_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery062_x264.mp4,Robbery,Robbery,1,.mp4,19.158,True,30.0,3610,320,240,120.333,2.006
Robbery063_x264,Robbery063_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery063_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery063_x264.mp4,Robbery,Robbery,1,.mp4,14.846,True,30.0,2133,320,240,71.1,1.185
Robbery064_x264,Robbery064_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery064_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery064_x264.mp4,Robbery,Robbery,1,.mp4,5.952,True,30.0,1416,320,240,47.2,0.787
Robbery065_x264,Robbery065_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery065_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery065_x264.mp4,Robbery,Robbery,1,.mp4,19.584,True,30.0,2396,320,240,79.867,1.331
Robbery066_x264,Robbery066_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery066_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery066_x264.mp4,Robbery,Robbery,1,.mp4,26.207,True,30.0,4782,320,240,159.4,2.657
Robbery067_x264,Robbery067_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery067_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery067_x264.mp4,Robbery,Robbery,1,.mp4,17.966,True,30.0,3991,320,240,133.033,2.217
Robbery068_x264,Robbery068_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery068_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery068_x264.mp4,Robbery,Robbery,1,.mp4,2.85,True,30.0,395,320,240,13.167,0.219
Robbery069_x264,Robbery069_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery069_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery069_x264.mp4,Robbery,Robbery,1,.mp4,5.312,True,30.0,689,320,240,22.967,0.383
Robbery070_x264,Robbery070_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery070_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery070_x264.mp4,Robbery,Robbery,1,.mp4,4.608,True,30.0,591,320,240,19.7,0.328
Robbery071_x264,Robbery071_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery071_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery071_x264.mp4,Robbery,Robbery,1,.mp4,9.852,True,30.0,1562,320,240,52.067,0.868
Robbery072_x264,Robbery072_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery072_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery072_x264.mp4,Robbery,Robbery,1,.mp4,6.618,True,30.0,1394,320,240,46.467,0.774
Robbery073_x264,Robbery073_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery073_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery073_x264.mp4,Robbery,Robbery,1,.mp4,52.026,True,30.0,7505,320,240,250.167,4.169
Robbery074_x264,Robbery074_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery074_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery074_x264.mp4,Robbery,Robbery,1,.mp4,6.192,True,30.0,784,320,240,26.133,0.436
Robbery075_x264,Robbery075_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery075_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery075_x264.mp4,Robbery,Robbery,1,.mp4,16.272,True,30.0,2921,320,240,97.367,1.623
Robbery076_x264,Robbery076_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery076_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery076_x264.mp4,Robbery,Robbery,1,.mp4,6.103,True,30.0,776,320,240,25.867,0.431
Robbery077_x264,Robbery077_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery077_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery077_x264.mp4,Robbery,Robbery,1,.mp4,21.627,True,30.0,1140,320,240,38.0,0.633
Robbery078_x264,Robbery078_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery078_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery078_x264.mp4,Robbery,Robbery,1,.mp4,17.36,True,30.0,2402,320,240,80.067,1.334
Robbery079_x264,Robbery079_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery079_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery079_x264.mp4,Robbery,Robbery,1,.mp4,4.263,True,30.0,748,320,240,24.933,0.416
Robbery080_x264,Robbery080_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery080_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery080_x264.mp4,Robbery,Robbery,1,.mp4,17.321,True,30.0,2479,320,240,82.633,1.377
Robbery081_x264,Robbery081_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery081_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery081_x264.mp4,Robbery,Robbery,1,.mp4,33.47,True,30.0,5497,320,240,183.233,3.054
Robbery082_x264,Robbery082_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery082_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery082_x264.mp4,Robbery,Robbery,1,.mp4,4.7,True,30.0,1577,320,240,52.567,0.876
Robbery083_x264,Robbery083_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery083_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery083_x264.mp4,Robbery,Robbery,1,.mp4,7.512,True,30.0,966,320,240,32.2,0.537
Robbery084_x264,Robbery084_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery084_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery084_x264.mp4,Robbery,Robbery,1,.mp4,21.927,True,30.0,3217,320,240,107.233,1.787
Robbery085_x264,Robbery085_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery085_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery085_x264.mp4,Robbery,Robbery,1,.mp4,5.339,True,30.0,1874,320,240,62.467,1.041
Robbery086_x264,Robbery086_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery086_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery086_x264.mp4,Robbery,Robbery,1,.mp4,37.945,True,30.0,7204,320,240,240.133,4.002
Robbery087_x264,Robbery087_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery087_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery087_x264.mp4,Robbery,Robbery,1,.mp4,8.264,True,30.0,1004,320,240,33.467,0.558
Robbery088_x264,Robbery088_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery088_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery088_x264.mp4,Robbery,Robbery,1,.mp4,40.159,True,30.0,4728,320,240,157.6,2.627
Robbery089_x264,Robbery089_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery089_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery089_x264.mp4,Robbery,Robbery,1,.mp4,2.058,True,30.0,272,320,240,9.067,0.151
Robbery090_x264,Robbery090_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery090_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery090_x264.mp4,Robbery,Robbery,1,.mp4,32.264,True,30.0,6716,320,240,223.867,3.731
Robbery091_x264,Robbery091_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery091_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery091_x264.mp4,Robbery,Robbery,1,.mp4,11.501,True,30.0,1904,320,240,63.467,1.058
Robbery092_x264,Robbery092_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery092_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery092_x264.mp4,Robbery,Robbery,1,.mp4,6.523,True,30.0,850,320,240,28.333,0.472
Robbery093_x264,Robbery093_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery093_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery093_x264.mp4,Robbery,Robbery,1,.mp4,7.236,True,30.0,1170,320,240,39.0,0.65
Robbery094_x264,Robbery094_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery094_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery094_x264.mp4,Robbery,Robbery,1,.mp4,20.141,True,30.0,3736,320,240,124.533,2.076
Robbery095_x264,Robbery095_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery095_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery095_x264.mp4,Robbery,Robbery,1,.mp4,7.312,True,30.0,1261,320,240,42.033,0.701
Robbery096_x264,Robbery096_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery096_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery096_x264.mp4,Robbery,Robbery,1,.mp4,27.202,True,30.0,4032,320,240,134.4,2.24
Robbery097_x264,Robbery097_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery097_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery097_x264.mp4,Robbery,Robbery,1,.mp4,28.26,True,30.0,3536,320,240,117.867,1.964
Robbery098_x264,Robbery098_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery098_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery098_x264.mp4,Robbery,Robbery,1,.mp4,78.184,True,30.0,12106,320,240,403.533,6.726
Robbery099_x264,Robbery099_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery099_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery099_x264.mp4,Robbery,Robbery,1,.mp4,13.17,True,30.0,1606,320,240,53.533,0.892
Robbery100_x264,Robbery100_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery100_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery100_x264.mp4,Robbery,Robbery,1,.mp4,41.147,True,30.0,4489,320,240,149.633,2.494
Robbery101_x264,Robbery101_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery101_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery101_x264.mp4,Robbery,Robbery,1,.mp4,22.926,True,30.0,3343,320,240,111.433,1.857
Robbery102_x264,Robbery102_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery102_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery102_x264.mp4,Robbery,Robbery,1,.mp4,8.829,True,30.0,1827,320,240,60.9,1.015
Robbery103_x264,Robbery103_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery103_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery103_x264.mp4,Robbery,Robbery,1,.mp4,18.525,True,30.0,2189,320,240,72.967,1.216
Robbery104_x264,Robbery104_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery104_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery104_x264.mp4,Robbery,Robbery,1,.mp4,2.899,True,30.0,1748,320,240,58.267,0.971
Robbery105_x264,Robbery105_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery105_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery105_x264.mp4,Robbery,Robbery,1,.mp4,15.719,True,30.0,1857,320,240,61.9,1.032
Robbery106_x264,Robbery106_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery106_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery106_x264.mp4,Robbery,Robbery,1,.mp4,5.304,True,30.0,1197,320,240,39.9,0.665
Robbery107_x264,Robbery107_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery107_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery107_x264.mp4,Robbery,Robbery,1,.mp4,7.385,True,30.0,1683,320,240,56.1,0.935
Robbery108_x264,Robbery108_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery108_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery108_x264.mp4,Robbery,Robbery,1,.mp4,12.378,True,30.0,1434,320,240,47.8,0.797
Robbery109_x264,Robbery109_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery109_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery109_x264.mp4,Robbery,Robbery,1,.mp4,16.855,True,30.0,3024,320,240,100.8,1.68
Robbery110_x264,Robbery110_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery110_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery110_x264.mp4,Robbery,Robbery,1,.mp4,18.076,True,30.0,2549,320,240,84.967,1.416
Robbery111_x264,Robbery111_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery111_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery111_x264.mp4,Robbery,Robbery,1,.mp4,36.241,True,30.0,5708,320,240,190.267,3.171
Robbery112_x264,Robbery112_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery112_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery112_x264.mp4,Robbery,Robbery,1,.mp4,10.306,True,30.0,1372,320,240,45.733,0.762
Robbery113_x264,Robbery113_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery113_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery113_x264.mp4,Robbery,Robbery,1,.mp4,4.87,True,30.0,815,320,240,27.167,0.453
Robbery114_x264,Robbery114_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery114_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery114_x264.mp4,Robbery,Robbery,1,.mp4,15.69,True,30.0,2072,320,240,69.067,1.151
Robbery115_x264,Robbery115_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery115_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery115_x264.mp4,Robbery,Robbery,1,.mp4,12.249,True,30.0,1836,320,240,61.2,1.02
Robbery116_x264,Robbery116_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery116_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery116_x264.mp4,Robbery,Robbery,1,.mp4,2.595,True,30.0,449,320,240,14.967,0.249
Robbery117_x264,Robbery117_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery117_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery117_x264.mp4,Robbery,Robbery,1,.mp4,20.246,True,30.0,3360,320,240,112.0,1.867
Robbery118_x264,Robbery118_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery118_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery118_x264.mp4,Robbery,Robbery,1,.mp4,11.886,True,30.0,1954,320,240,65.133,1.086
Robbery119_x264,Robbery119_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery119_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery119_x264.mp4,Robbery,Robbery,1,.mp4,13.829,True,30.0,3067,320,240,102.233,1.704
Robbery120_x264,Robbery120_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery120_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery120_x264.mp4,Robbery,Robbery,1,.mp4,6.6,True,30.0,960,320,240,32.0,0.533
Robbery121_x264,Robbery121_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery121_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery121_x264.mp4,Robbery,Robbery,1,.mp4,7.377,True,30.0,1402,320,240,46.733,0.779
Robbery122_x264,Robbery122_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery122_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery122_x264.mp4,Robbery,Robbery,1,.mp4,4.816,True,30.0,1029,320,240,34.3,0.572
Robbery123_x264,Robbery123_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery123_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery123_x264.mp4,Robbery,Robbery,1,.mp4,7.067,True,30.0,1084,320,240,36.133,0.602
Robbery124_x264,Robbery124_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery124_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery124_x264.mp4,Robbery,Robbery,1,.mp4,77.118,True,30.0,9553,320,240,318.433,5.307
Robbery125_x264,Robbery125_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery125_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery125_x264.mp4,Robbery,Robbery,1,.mp4,58.135,True,30.0,7084,320,240,236.133,3.936
Robbery126_x264,Robbery126_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery126_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery126_x264.mp4,Robbery,Robbery,1,.mp4,12.851,True,30.0,1560,320,240,52.0,0.867
