clip_id,video_id,file_path,category,binary_label,split,clip_index,start_seconds,end_seconds,clip_duration_seconds,source_video_duration_seconds,source_fps
Abuse011_x264A_clip_00014,Abuse011_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse011_x264A.mp4,Abuse,1,train,14,56.0,60.0,4.0,121.533,30.0
Abuse011_x264A_clip_00015,Abuse011_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse011_x264A.mp4,Abuse,1,train,15,60.0,64.0,4.0,121.533,30.0
Abuse011_x264A_clip_00016,Abuse011_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse011_x264A.mp4,Abuse,1,train,16,64.0,68.0,4.0,121.533,30.0
Abuse011_x264A_clip_00017,Abuse011_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse011_x264A.mp4,Abuse,1,train,17,68.0,72.0,4.0,121.533,30.0
Abuse011_x264A_clip_00018,Abuse011_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse011_x264A.mp4,Abuse,1,train,18,72.0,76.0,4.0,121.533,30.0
Abuse011_x264A_clip_00019,Abuse011_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse011_x264A.mp4,Abuse,1,train,19,76.0,80.0,4.0,121.533,30.0
Abuse011_x264A_clip_00020,Abuse011_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse011_x264A.mp4,Abuse,1,train,20,80.0,84.0,4.0,121.533,30.0
Abuse011_x264A_clip_00021,Abuse011_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse011_x264A.mp4,Abuse,1,train,21,84.0,88.0,4.0,121.533,30.0
Abuse011_x264A_clip_00022,Abuse011_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse011_x264A.mp4,Abuse,1,train,22,88.0,92.0,4.0,121.533,30.0
Abuse011_x264A_clip_00023,Abuse011_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse011_x264A.mp4,Abuse,1,train,23,92.0,96.0,4.0,121.533,30.0
Abuse011_x264A_clip_00024,Abuse011_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse011_x264A.mp4,Abuse,1,train,24,96.0,100.0,4.0,121.533,30.0
Abuse011_x264A_clip_00025,Abuse011_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse011_x264A.mp4,Abuse,1,train,25,100.0,104.0,4.0,121.533,30.0
Abuse011_x264A_clip_00026,Abuse011_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse011_x264A.mp4,Abuse,1,train,26,104.0,108.0,4.0,121.533,30.0
Abuse011_x264A_clip_00027,Abuse011_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse011_x264A.mp4,Abuse,1,train,27,108.0,112.0,4.0,121.533,30.0
Abuse011_x264A_clip_00028,Abuse011_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse011_x264A.mp4,Abuse,1,train,28,112.0,116.0,4.0,121.533,30.0
Abuse011_x264A_clip_00029,Abuse011_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse011_x264A.mp4,Abuse,1,train,29,116.0,120.0,4.0,121.533,30.0
Abuse012_x264_clip_00000,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,0,0.0,4.0,4.0,171.0,30.0
Abuse012_x264_clip_00001,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,1,4.0,8.0,4.0,171.0,30.0
Abuse012_x264_clip_00002,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,2,8.0,12.0,4.0,171.0,30.0
Abuse012_x264_clip_00003,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,3,12.0,16.0,4.0,171.0,30.0
Abuse012_x264_clip_00004,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,4,16.0,20.0,4.0,171.0,30.0
Abuse012_x264_clip_00005,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,5,20.0,24.0,4.0,171.0,30.0
Abuse012_x264_clip_00006,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,6,24.0,28.0,4.0,171.0,30.0
Abuse012_x264_clip_00007,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,7,28.0,32.0,4.0,171.0,30.0
Abuse012_x264_clip_00008,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,8,32.0,36.0,4.0,171.0,30.0
Abuse012_x264_clip_00009,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,9,36.0,40.0,4.0,171.0,30.0
Abuse012_x264_clip_00010,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,10,40.0,44.0,4.0,171.0,30.0
Abuse012_x264_clip_00011,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,11,44.0,48.0,4.0,171.0,30.0
Abuse012_x264_clip_00012,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,12,48.0,52.0,4.0,171.0,30.0
Abuse012_x264_clip_00013,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,13,52.0,56.0,4.0,171.0,30.0
Abuse012_x264_clip_00014,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,14,56.0,60.0,4.0,171.0,30.0
Abuse012_x264_clip_00015,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,15,60.0,64.0,4.0,171.0,30.0
Abuse012_x264_clip_00016,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,16,64.0,68.0,4.0,171.0,30.0
Abuse012_x264_clip_00017,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,17,68.0,72.0,4.0,171.0,30.0
Abuse012_x264_clip_00018,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,18,72.0,76.0,4.0,171.0,30.0
Abuse012_x264_clip_00019,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,19,76.0,80.0,4.0,171.0,30.0
Abuse012_x264_clip_00020,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,20,80.0,84.0,4.0,171.0,30.0
Abuse012_x264_clip_00021,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,21,84.0,88.0,4.0,171.0,30.0
Abuse012_x264_clip_00022,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,22,88.0,92.0,4.0,171.0,30.0
Abuse012_x264_clip_00023,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,23,92.0,96.0,4.0,171.0,30.0
Abuse012_x264_clip_00024,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,24,96.0,100.0,4.0,171.0,30.0
Abuse012_x264_clip_00025,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,25,100.0,104.0,4.0,171.0,30.0
Abuse012_x264_clip_00026,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,26,104.0,108.0,4.0,171.0,30.0
Abuse012_x264_clip_00027,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,27,108.0,112.0,4.0,171.0,30.0
Abuse012_x264_clip_00028,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,28,112.0,116.0,4.0,171.0,30.0
Abuse012_x264_clip_00029,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,29,116.0,120.0,4.0,171.0,30.0
Abuse012_x264_clip_00030,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,30,120.0,124.0,4.0,171.0,30.0
Abuse012_x264_clip_00031,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,31,124.0,128.0,4.0,171.0,30.0
Abuse012_x264_clip_00032,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,32,128.0,132.0,4.0,171.0,30.0
Abuse012_x264_clip_00033,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,33,132.0,136.0,4.0,171.0,30.0
Abuse012_x264_clip_00034,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,34,136.0,140.0,4.0,171.0,30.0
Abuse012_x264_clip_00035,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,35,140.0,144.0,4.0,171.0,30.0
Abuse012_x264_clip_00036,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,36,144.0,148.0,4.0,171.0,30.0
Abuse012_x264_clip_00037,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,37,148.0,152.0,4.0,171.0,30.0
Abuse012_x264_clip_00038,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,38,152.0,156.0,4.0,171.0,30.0
Abuse012_x264_clip_00039,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,39,156.0,160.0,4.0,171.0,30.0
Abuse012_x264_clip_00040,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,40,160.0,164.0,4.0,171.0,30.0
Abuse012_x264_clip_00041,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,41,164.0,168.0,4.0,171.0,30.0
Abuse012_x264_clip_00042,Abuse012_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse012_x264.mp4,Abuse,1,train,42,168.0,171.0,3.0,171.0,30.0
Abuse013_x264_clip_00000,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,0,0.0,4.0,4.0,162.3,30.0
Abuse013_x264_clip_00001,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,1,4.0,8.0,4.0,162.3,30.0
Abuse013_x264_clip_00002,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,2,8.0,12.0,4.0,162.3,30.0
Abuse013_x264_clip_00003,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,3,12.0,16.0,4.0,162.3,30.0
Abuse013_x264_clip_00004,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,4,16.0,20.0,4.0,162.3,30.0
Abuse013_x264_clip_00005,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,5,20.0,24.0,4.0,162.3,30.0
Abuse013_x264_clip_00006,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,6,24.0,28.0,4.0,162.3,30.0
Abuse013_x264_clip_00007,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,7,28.0,32.0,4.0,162.3,30.0
Abuse013_x264_clip_00008,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,8,32.0,36.0,4.0,162.3,30.0
Abuse013_x264_clip_00009,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,9,36.0,40.0,4.0,162.3,30.0
Abuse013_x264_clip_00010,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,10,40.0,44.0,4.0,162.3,30.0
Abuse013_x264_clip_00011,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,11,44.0,48.0,4.0,162.3,30.0
Abuse013_x264_clip_00012,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,12,48.0,52.0,4.0,162.3,30.0
Abuse013_x264_clip_00013,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,13,52.0,56.0,4.0,162.3,30.0
Abuse013_x264_clip_00014,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,14,56.0,60.0,4.0,162.3,30.0
Abuse013_x264_clip_00015,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,15,60.0,64.0,4.0,162.3,30.0
Abuse013_x264_clip_00016,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,16,64.0,68.0,4.0,162.3,30.0
Abuse013_x264_clip_00017,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,17,68.0,72.0,4.0,162.3,30.0
Abuse013_x264_clip_00018,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,18,72.0,76.0,4.0,162.3,30.0
Abuse013_x264_clip_00019,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,19,76.0,80.0,4.0,162.3,30.0
Abuse013_x264_clip_00020,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,20,80.0,84.0,4.0,162.3,30.0
Abuse013_x264_clip_00021,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,21,84.0,88.0,4.0,162.3,30.0
Abuse013_x264_clip_00022,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,22,88.0,92.0,4.0,162.3,30.0
Abuse013_x264_clip_00023,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,23,92.0,96.0,4.0,162.3,30.0
Abuse013_x264_clip_00024,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,24,96.0,100.0,4.0,162.3,30.0
Abuse013_x264_clip_00025,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,25,100.0,104.0,4.0,162.3,30.0
Abuse013_x264_clip_00026,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,26,104.0,108.0,4.0,162.3,30.0
Abuse013_x264_clip_00027,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,27,108.0,112.0,4.0,162.3,30.0
Abuse013_x264_clip_00028,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,28,112.0,116.0,4.0,162.3,30.0
Abuse013_x264_clip_00029,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,29,116.0,120.0,4.0,162.3,30.0
Abuse013_x264_clip_00030,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,30,120.0,124.0,4.0,162.3,30.0
Abuse013_x264_clip_00031,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,31,124.0,128.0,4.0,162.3,30.0
Abuse013_x264_clip_00032,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,32,128.0,132.0,4.0,162.3,30.0
Abuse013_x264_clip_00033,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,33,132.0,136.0,4.0,162.3,30.0
Abuse013_x264_clip_00034,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,34,136.0,140.0,4.0,162.3,30.0
Abuse013_x264_clip_00035,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,35,140.0,144.0,4.0,162.3,30.0
Abuse013_x264_clip_00036,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,36,144.0,148.0,4.0,162.3,30.0
Abuse013_x264_clip_00037,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,37,148.0,152.0,4.0,162.3,30.0
Abuse013_x264_clip_00038,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,38,152.0,156.0,4.0,162.3,30.0
Abuse013_x264_clip_00039,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,39,156.0,160.0,4.0,162.3,30.0
Abuse013_x264_clip_00040,Abuse013_x264,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264.mp4,Abuse,1,train,40,160.0,162.3,2.3,162.3,30.0
Abuse013_x264A_clip_00000,Abuse013_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264A.mp4,Abuse,1,train,0,0.0,4.0,4.0,162.3,30.0
Abuse013_x264A_clip_00001,Abuse013_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264A.mp4,Abuse,1,train,1,4.0,8.0,4.0,162.3,30.0
Abuse013_x264A_clip_00002,Abuse013_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264A.mp4,Abuse,1,train,2,8.0,12.0,4.0,162.3,30.0
Abuse013_x264A_clip_00003,Abuse013_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264A.mp4,Abuse,1,train,3,12.0,16.0,4.0,162.3,30.0
Abuse013_x264A_clip_00004,Abuse013_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264A.mp4,Abuse,1,train,4,16.0,20.0,4.0,162.3,30.0
Abuse013_x264A_clip_00005,Abuse013_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264A.mp4,Abuse,1,train,5,20.0,24.0,4.0,162.3,30.0
Abuse013_x264A_clip_00006,Abuse013_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264A.mp4,Abuse,1,train,6,24.0,28.0,4.0,162.3,30.0
Abuse013_x264A_clip_00007,Abuse013_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264A.mp4,Abuse,1,train,7,28.0,32.0,4.0,162.3,30.0
Abuse013_x264A_clip_00008,Abuse013_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264A.mp4,Abuse,1,train,8,32.0,36.0,4.0,162.3,30.0
Abuse013_x264A_clip_00009,Abuse013_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264A.mp4,Abuse,1,train,9,36.0,40.0,4.0,162.3,30.0
Abuse013_x264A_clip_00010,Abuse013_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264A.mp4,Abuse,1,train,10,40.0,44.0,4.0,162.3,30.0
Abuse013_x264A_clip_00011,Abuse013_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264A.mp4,Abuse,1,train,11,44.0,48.0,4.0,162.3,30.0
Abuse013_x264A_clip_00012,Abuse013_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264A.mp4,Abuse,1,train,12,48.0,52.0,4.0,162.3,30.0
Abuse013_x264A_clip_00013,Abuse013_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264A.mp4,Abuse,1,train,13,52.0,56.0,4.0,162.3,30.0
Abuse013_x264A_clip_00014,Abuse013_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264A.mp4,Abuse,1,train,14,56.0,60.0,4.0,162.3,30.0
Abuse013_x264A_clip_00015,Abuse013_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264A.mp4,Abuse,1,train,15,60.0,64.0,4.0,162.3,30.0
Abuse013_x264A_clip_00016,Abuse013_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264A.mp4,Abuse,1,train,16,64.0,68.0,4.0,162.3,30.0
Abuse013_x264A_clip_00017,Abuse013_x264A,data\raw\ucf-crime\Augmented_Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse013_x264A.mp4,Abuse,1,train,17,68.0,72.0,4.0,162.3,30.0
